Code,Name,Address,City,Service Zone Code
H00091,BỆNH VIỆN ĐA KHOA TỈNH BẠC LIÊU,"06 Nguyễn Huệ, phường 3, thành phố Bạc Liêu, tỉnh Bạc Liêu",BẠC LIÊU,MD MEKONG
H00104,TRUNG TÂM Y TẾ HUYỆN HỒNG DÂN,"01 Trần Hưng Đạo, ấp Nội Ô, thị trấn Ngan Dừa, huyện Hồng Dân, tỉnh Bạc Liêu",BẠC LIÊU,MD MEKONG
H00132,BỆNH VIỆN NGUYỄN ĐÌNH CHIỂU,"109 Đoàn Hoàng Minh, phường 5, thành phố Bến Tre, tỉnh Bến Tre",BẾN TRE,MD MEKONG
H00133,BỆNH VIỆN Y HỌC CỔ TRUYỀN TỈNH BẾN TRE,"44 Đoàn Hoàng Minh, phường 6, thành phố Bến Tre, tỉnh Bến Tre",BẾN TRE,MD MEKONG
H00144,BỆNH VIỆN ĐA KHOA MINH ĐỨC,"333D Đoàn Hoàng Minh, phường 6, thành phố Bến Tre, tỉnh Bến Tre",BẾN TRE,MD MEKONG
H00188,BỆNH VIỆN ĐA KHOA HOÀN HẢO DĨ AN,"26/14 khu phố Bình Đường 2, phường An Bình, thành phố Dĩ An, tỉnh Bình Dương",BÌNH DƯƠNG,MD SOUTH
H00195,BỆNH VIỆN ĐA KHOA TỈNH BÌNH DƯƠNG,"05 Phạm Ngọc Thạch, phường Hiệp Thành, thành phố Thủ Dầu Một, tỉnh Bình Dương",BÌNH DƯƠNG,MD SOUTH
H00203,TRUNG TÂM Y TẾ THÀNH PHỐ DĨ AN,"500 đường tỉnh 743, khu phố Đông Tác, phường Tân Đông Hiệp, thành phố Dĩ An, tỉnh Bình Dương",BÌNH DƯƠNG,MD SOUTH
H00204,BỆNH VIỆN ĐA KHOA HOÀN HẢO THUẬN AN,"344B đường BH22, khu phố Đồng An, phường Bình Hòa, thành phố Thuận An, tỉnh Bình Dương",BÌNH DƯƠNG,MD SOUTH
H00207,TRUNG TÂM Y TẾ HUYỆN DẦU TIẾNG,"Khu phố 5, thị trấn Dầu Tiếng, huyện Dầu Tiếng, tỉnh Bình Dương",BÌNH DƯƠNG,MD SOUTH
H00209,BỆNH VIỆN QUỐC TẾ BECAMEX,"Khu Gò Cát, phường Lái Thiêu, thành phố Thuận An, tỉnh Bình Dương",BÌNH DƯƠNG,MD SOUTH
H00210,BỆNH VIỆN ĐA KHOA MỸ PHƯỚC,"Đường TC3, tổ 6, khu phố 3, phường Mỹ Phước, thành phố Bến Cát, tỉnh Bình Dương",BÌNH DƯƠNG,MD SOUTH
H00214,TRUNG TÂM Y TẾ HUYỆN BÀU BÀNG," Khu phố Xà Mách, thị trấn Lai Uyên, huyện Bàu Bàng, tỉnh Bình Dương",BÌNH DƯƠNG,MD SOUTH
H00216,TRUNG TÂM Y TẾ HUYỆN PHÚ GIÁO,"Khu phố 3, thị trấn Phước Vĩnh, huyện Phú Giáo, tỉnh Bình Dương",BÌNH DƯƠNG,MD SOUTH
H00220,TRUNG TÂM Y TẾ THÀNH PHỐ THUẬN AN,"Đường Nguyễn Văn Tiết, khu phố Đông Tư, phường Lái Thiêu, thành phố Thuận An, tỉnh Bình Dương",BÌNH DƯƠNG,MD SOUTH
H00232,TRUNG TÂM Y TẾ HUYỆN BÙ ĐỐP,"Khu phố Thanh Xuân, thị trấn Thanh Bình, huyện Bù Đốp, tỉnh Bình Phước",BÌNH PHƯỚC,MD SOUTH
H00272,BỆNH VIỆN ĐA KHOA CÁI NƯỚC,"Khóm 2, thị trấn Cái Nước, huyện Cái Nước, tỉnh Cà Mau",CÀ MAU,MD MEKONG
H00273,BỆNH VIỆN ĐA KHOA TỈNH CÀ MAU,"16 Hải Thượng Lãn Ông, khóm 6, phường 6, thành phố Cà Mau, tỉnh Cà Mau",CÀ MAU,MD MEKONG
H00280,BỆNH VIỆN SẢN NHI TỈNH CÀ MAU,"85 Lý Thường Kiệt, phường 6, thành phố Cà Mau, tỉnh Cà Mau",CÀ MAU,MD MEKONG
H00284,BỆNH VIỆN ĐA KHOA NĂM CĂN,"306 Nguyễn Tất Thành, khóm 6, thị trấn Năm Căn, huyện Năm Căn, tỉnh Cà Mau",CÀ MAU,MD MEKONG
H00290,TRUNG TÂM Y TẾ HUYỆN QUẢNG XƯƠNG,"Xã Quảng Phong, huyện Quảng Xương, tỉnh Thanh Hoá",THANH HÓA,MD NORTH
H00299,BỆNH VIỆN ĐA KHOA QUẬN THỐT NỐT,"Quốc lộ 91, khu vực Phụng Thạnh 1, phường Thốt Nốt, quận Thốt Nốt, thành phố Cần Thơ",CẦN THƠ,MD MEKONG
H00301,BỆNH VIỆN ĐA KHOA THÀNH PHỐ CẦN THƠ,"04 Châu Văn Liêm, phường Tân An, quận Ninh Kiều, thành phố Cần Thơ",CẦN THƠ,MD MEKONG
H00303,BỆNH VIỆN ĐA KHOA TRUNG ƯƠNG CẦN THƠ,"315 Nguyễn Văn Linh, phường An Khánh, quận Ninh Kiều, thành phố Cần Thơ",CẦN THƠ,MD MEKONG
H00304,BỆNH VIỆN TRƯỜNG ĐẠI HỌC Y DƯỢC CẦN THƠ,"179 đường Nguyễn Văn Cừ, phường An Khánh, quận Ninh Kiều, thành phố Cần Thơ",CẦN THƠ,MD MEKONG
H00306,BỆNH VIỆN LAO VÀ BỆNH PHỔI TỈNH CẦN THƠ,"Khu vực Bình Hòa A, phường Phước Thới, quận Ô Môn, thành phố Cần Thơ",CẦN THƠ,MD MEKONG
H00310,BỆNH VIỆN ĐA KHOA TÂM MINH ĐỨC,"551 Trần Quang Diệu, phường An Thới, quận Bình Thủy, thành phố Cần Thơ",CẦN THƠ,MD MEKONG
H00313,BỆNH VIỆN ĐA KHOA HOÀ HẢO MEDIC CẦN THƠ,"102 Cách Mạng Tháng Tám, phường Cái Khế, quận Ninh Kiều, thành phố Cần Thơ",CẦN THƠ,MD MEKONG
H00315,BỆNH VIỆN NHI ĐỒNG THÀNH PHỐ CẦN THƠ,"345 Nguyễn Văn Cừ, phường An Bình, quận Ninh Kiều, thành phố Cần Thơ",CẦN THƠ,MD MEKONG
H00321,BỆNH VIỆN PHỤ SẢN THÀNH PHỐ CẦN THƠ,"106 Cách Mạng Tháng Tám, phường Cái Khế, quận Ninh Kiều, thành phố Cần Thơ",CẦN THƠ,MD MEKONG
H00323,BỆNH VIỆN QUÂN Y 121,"01 đường 30/4, phường Tân An, quận Ninh Kiều, thành phố Cần Thơ",CẦN THƠ,MD MEKONG
H00324,BỆNH VIỆN QUỐC TẾ PHƯƠNG CHÂU - CẦN THƠ,"300 Nguyễn Văn Cừ nối dài, phường An Khánh, quận Ninh Kiều, thành phố Cần Thơ",CẦN THƠ,MD MEKONG
H00327,BỆNH VIỆN UNG BƯỚU THÀNH PHỐ CẦN THƠ,"4 Châu Văn Liêm, phường Tân An, quận Ninh Kiều, thành phố Cần Thơ",CẦN THƠ,MD MEKONG
H00329,TRUNG TÂM Y TẾ HUYỆN PHONG ĐIỀN,"Ấp Nhơn Lộc 2, thị trấn Phong Điền, huyện Phong Điền, thành phố Cần Thơ",CẦN THƠ,MD MEKONG
H00367,SỞ Y TẾ THÀNH PHỐ ĐÀ NẴNG,"24 Trần Phú, phường Thạch Thang, quận Hải Châu, thành phố Đà Nẵng",ĐÀ NẴNG,MD CENTRAL
H00379,BỆNH VIỆN HOÀN MỸ ĐÀ NẴNG,"291 Nguyễn Văn Linh, phường Thạc Gián, quận Thanh Khê, thành phố Đà Nẵng",ĐÀ NẴNG,MD CENTRAL
H00391,BỆNH VIỆN UNG BƯỚU ĐÀ NẴNG,"Đường Hoàng Thị Loan, tổ 28, phường Hòa Minh, quận Liên Chiểu, thành phố Đà Nẵng",Đà Nẵng,MD CENTRAL
H00434,BỆNH VIỆN ĐA KHOA QUỐC TẾ MIỀN ĐÔNG,"Khu Gò Cát, phường Lái Thiêu, thành phố Thuận An, tỉnh Bình Dương",BÌNH DƯƠNG,MD SOUTH
H00447,BỆNH VIỆN THẨM MỸ ST. PAUL CLINIC,"215 Nguyễn Văn Thủ, phường Đa Kao, quận 1, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H00452,BỆNH VIỆN CÔNG AN THÀNH PHỐ CẦN THƠ,"9B Trần Phú, phường Cái Khế, quận Ninh Kiều, thành phố Cần Thơ",CẦN THƠ,MD MEKONG
H00453,BỆNH VIỆN RĂNG - HÀM - MẶT THÀNH PHỐ ĐÀ NẴNG,"118 Lê Đình Lý, phường Vĩnh Trung, quận Thanh Khê, thành phố Đà Nẵng",ĐÀ NẴNG,MD CENTRAL
H00467,TRUNG TÂM Y TẾ HUYỆN KRÔNG PĂK,"147 đường Lê Duẩn, thị trấn Phước An, huyện Krông Pắc, tỉnh Đắk Lắk",ĐẮK LẮK,MD SOUTH
H00478,SỞ Y TẾ TỈNH ĐỒNG NAI,"02 Phan Đình Phùng, phường Quang Vinh, thành phố Biên Hòa, tỉnh Đồng Nai",ĐỒNG NAI,MD SOUTH
H00479,BỆNH VIỆN ĐA KHOA CAO SU ĐỒNG NAI,"Phường Suối Tre,  thành phố Long Khánh, tỉnh Đồng Nai",ĐỒNG NAI,MD SOUTH
H00480,TRUNG TÂM Y TẾ HUYỆN THỐNG NHẤT,"Km 01, quốc lộ 20, thị trấn Dầu Giây, huyện Thống nhất, tỉnh Đồng Nai",ĐỒNG NAI,MD SOUTH
H00481,TRUNG TÂM Y TẾ HUYỆN NHƠN TRẠCH,"Ấp Xóm Hố, xã Phú Hội, huyện Nhơn Trạch, tỉnh Đồng Nai",ĐỒNG NAI,MD SOUTH
H00482,TRUNG TÂM Y TẾ HUYỆN TRẢNG BOM,"Thị trấn Trảng Bom, huyện Trảng Bom, tỉnh Đồng Nai",ĐỒNG NAI,MD SOUTH
H00483,TRUNG TÂM Y TẾ HUYỆN VĨNH CỬU,"224 Phan Chu Trinh, thị trấn Vĩnh An, huyện Vĩnh Cửu, tỉnh Đồng Nai",ĐỒNG NAI,MD SOUTH
H00485,BỆNH VIỆN ĐA KHOA KHU VỰC ĐỊNH QUÁN,"Khu phố Hiệp Quyết, thị trấn Định Quán, huyện Định Quán, tỉnh Đồng Nai",ĐỒNG NAI,MD SOUTH
H00486,BỆNH VIỆN ĐA KHOA KHU VỰC LONG KHÁNH,"911 đường 21/4, phường Suối Tre, thành phố Long Khánh, tỉnh Đồng Nai",ĐỒNG NAI,MD SOUTH
H00487,BỆNH VIỆN ĐA KHOA KHU VỰC LONG THÀNH," 01 Lý Thái Tổ, khu Phước Hải, huyện Long Thành, tỉnh Đồng Nai",ĐỒNG NAI,MD SOUTH
H00491,TRUNG TÂM Y TẾ THÀNH PHỐ BIÊN HÒA,"98/487 Phạm Văn Thuận, phường Tân Mai, thành phố Biên Hòa, tỉnh Đồng Nai",ĐỒNG NAI,MD SOUTH
H00495,BỆNH VIỆN ĐẠI HỌC Y DƯỢC SHINGMARK,"Quốc lộ 51, phường Long Bình Tân, thành phố Biên Hòa, tỉnh Đồng Nai",ĐỒNG NAI,MD SOUTH
H00496,BỆNH VIỆN HOÀN MỸ ITO ĐỒNG NAI,"F99 Võ Thị Sáu, phường Thống Nhất, thành phố Biên Hòa, tỉnh Đồng Nai ",ĐỒNG NAI,MD SOUTH
H00497,BỆNH VIỆN NHI ĐỒNG ĐỒNG NAI,"Khu phố 5, phường Tân Hiệp, thành phố Biên Hòa, tỉnh Đồng Nai",ĐỒNG NAI,MD SOUTH
H00504,TRUNG TÂM Y TẾ HUYỆN TÂN PHÚ," Phạm Ngọc Thạch, thị trấn Tân Phú, huyện Tân Phú, tỉnh Đồng Nai",ĐỒNG NAI,MD SOUTH
H00505,BỆNH VIỆN ĐA KHOA ĐỒNG THÁP,"39 Nguyễn Văn Tre, xã Mỹ Tân, thành phố Cao Lãnh, tỉnh Đồng Tháp",ĐỒNG THÁP,MD MEKONG
H00508,BỆNH VIỆN Y HỌC CỔ TRUYỀN ĐỒNG THÁP,"78 đường 30/4, phường 1, thành phố Cao Lãnh, tỉnh Đồng Tháp",ĐỒNG THÁP,MD MEKONG
H00509,BỆNH VIỆN PHỔI ĐỒNG THÁP,"Tổ 3, ấp 4, xã Mỹ Thọ, huyện Cao Lãnh, tỉnh Đồng Tháp",ĐỒNG THÁP,MD MEKONG
H00516,BỆNH VIỆN ĐA KHOA KHU VỰC THÁP MƯỜI,"Đường Hùng Vương, khóm 2, thị trấn Mỹ An, huyện Tháp Mười, tỉnh Đồng Tháp",ĐỒNG THÁP,MD MEKONG
H00517,BỆNH VIỆN ĐA KHOA KHU VỰC HỒNG NGỰ,"Đường Trần Phú, khóm An Lợi, phường An Lộc, thành phố Hồng Ngự, tỉnh Đồng Tháp",ĐỒNG THÁP,MD MEKONG
H00519,BỆNH VIỆN ĐA KHOA SA ĐÉC,"Số 153, Nguyễn Sinh Sắc, Khóm Hòa Khánh, Phường 2, thành phố Sa Đéc, Đồng Tháp",ĐỒNG THÁP,MD MEKONG
H00554,TRUNG TÂM BẢO VỆ SỨC KHỎE LAO ĐỘNG VÀ MÔI TRƯỜNG ,"Phường Long Bình Tân, thành phố Biên Hòa, tỉnh Đồng Nai",ĐỒNG NAI,MD SOUTH
H00558,TRUNG TÂM Y TẾ HUYỆN KRÔNG CHRO,"Thị trấn Kông Chro, huyện Kông Chro, tỉnh Gia Lai",GIA LAI,MD SOUTH
H00718,BỆNH VIỆN TÂM THẦN LÊ MINH XUÂN,"F4/12 tỉnh lộ 10, xã Lê Minh Xuân, huyện Bình Chánh, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H00800,BỆNH VIỆN BỆNH NHIỆT ĐỚI HẢI DƯƠNG,"241 Nguyễn Lương Bằng, phường Thanh Bình, thành phố Hải Dương, tỉnh Hải Dương",HẢI DƯƠNG,MD NORTH
H00808,PHÒNG KHÁM ĐA KHOA SONG AN,"510 Nguyễn Đình Chiểu, phường 4, quận 3, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H00815,BỆNH VIỆN 1A,"542 Lý Thường Kiệt (số cũ 1A), phường 7, quận Tân Bình, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H00931,BỆNH VIỆN ĐA KHOA THU PHÚC,"418 - 420 Nguyễn Thái Học, TP Quy Nhơn, Bình Định",Bình Định,MD SOUTH
H00936,BỆNH VIỆN PHÚ THỌ - TP HỒ CHÍ MINH,"298 Độc Lập, phường Tân Quý, quận Tân Phú, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H00959,BỆNH VIỆN ĐA KHOA TỈNH KHÁNH HÒA,"19 Yersin, phường Lộc Thọ, thành phố Nha Trang, tỉnh Khánh Hòa",KHÁNH HÒA,MD SOUTH
H00967,BỆNH VIỆN ĐẠI HỌC Y DƯỢC SHING MARK,"Quốc lộ 51, phường Long Bình Tân, thành phố Biên Hòa, tỉnh Đồng Nai",ĐỒNG NAI,MD SOUTH
H00977,TRUNG TÂM Y TẾ THÀNH PHỐ PHÚ QUỐC,"128 đường 30 tháng 4, khu phố 1, phường Dương Đông, thành phố Phú Quốc, tỉnh Kiên Giang",KIÊN GIANG,MD MEKONG
H00978,BỆNH VIỆN Y DƯỢC CỔ TRUYỀN KIÊN GIANG,"64 Đống Đa, phường Vĩnh Lạc, thành phố Rạch Giá, tỉnh Kiên Giang",KIÊN GIANG,MD MEKONG
H00980,BỆNH VIỆN ĐA KHOA TỈNH KIÊN GIANG,"13 Nam Kỳ Khởi Nghĩa, phường An Hoà, thành phố Rạch Giá, tỉnh Kiên Giang",KIÊN GIANG,MD MEKONG
H00981,TRUNG TÂM Y TẾ THÀNH PHỐ HÀ TIÊN,"65 Cách Mạng Tháng 8, khu phố III, phường Tô Châu, thành phố Hà Tiên, tỉnh Kiên Giang",KIÊN GIANG,MD MEKONG
H00982,BỆNH VIỆN SẢN NHI TỈNH KIÊN GIANG,"03 Ung Văn Khiêm, khu phố 5, phường An Hòa, thành phố Rạch Giá, tỉnh Kiên Giang",KIÊN GIANG,MD MEKONG
H00992,TRUNG TÂM Y TẾ HUYỆN VĨNH THUẬN,"Khu phố Vĩnh Phước 2, thị trấn Vĩnh Thuận, huyện Vĩnh Thuận, tỉnh Kiên Giang",KIÊN GIANG,MD MEKONG
H00998,TRUNG TÂM Y TẾ HUYỆN GIỒNG RIỀNG,"Khu phố 8, thị trấn Giồng Riềng, huyện Giồng Riềng, tỉnh Kiên Giang",KIÊN GIANG,MD MEKONG
H00999,TRUNG TÂM Y TẾ HUYỆN HÒN ĐẤT,"Khu phố Chòm Sao, thị trấn Hòn Đất, huyện Hòn Đất, tỉnh Kiên Giang",KIÊN GIANG,MD MEKONG
H01001,TRUNG TÂM Y TẾ HUYỆN KIÊN LƯƠNG,"Đường Trần Hưng Đạo, khu phố Kiên Tân, huyện Kiên Lương, tỉnh Kiên Giang",KIÊN GIANG,MD MEKONG
H01006,TRUNG TÂM Y TẾ THÀNH PHỐ RẠCH GIÁ,"01 Âu Cơ, phường Vĩnh Lạc, thành phố Rạch Giá, tỉnh Kiên Giang",KIÊN GIANG,MD MEKONG
H01034,BỆNH VIỆN HOÀN MỸ TƯ NHÂN BÌNH DƯƠNG,"152 Huỳnh Văn Cù, phường Chánh Mỹ, thành phố Thủ Dầu Một, tỉnh Bình Dương",BÌNH DƯƠNG,MD SOUTH
H01078,TRUNG TÂM Y KHOA HOÀN MỸ TÂN PHÚ,"1/1 Trường Chinh, phường Tây Thạnh, quận Tân Phú, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01083,BỆNH VIỆN PHCN-ĐTBNN TP HỒ CHÍ MINH,"313 Đường Âu Dương Lân, Phường 2, Quận 8",HỒ CHÍ MINH,MD SOUTH
H01084,BỆNH VIỆN THUẬN MỸ THỦ DẦU MỘT,"152 Huỳnh Văn Cù, Phường Chánh Mỹ, Thành phố Thủ Dầu Một, Bình Dương",Bình Dương,MD SOUTH
H01145,TRUNG TÂM Y TẾ HUYỆN BẾN LỨC,"126 Nguyễn Hữu Thọ, khu phố 3, thị trấn Bến Lức, huyện Bến Lức, tỉnh Long An",LONG AN,MD MEKONG
H01370,BỆNH VIỆN ĐA KHOA THÁI BÌNH DƯƠNG HỘI AN,"06 Phan Đình Phùng, phường Tân An, TP. Hội An, tỉnh Quảng Nam",QUẢNG NAM,MD CENTRAL
H01427,TRUNG TÂM Y TẾ HUYỆN SƠN TÂY,"Xã Sơn Dung, huyện Sơn Tây, tỉnh Quảng Ngãi",QUẢNG NGÃI,MD CENTRAL
H01437,TRUNG TÂM Y TẾ HUYỆN SƠN TỊNH,"Xã Tịnh Ấn Tây, thành phố Quảng Ngãi, tỉnh Quảng Ngãi",QUẢNG NGÃI,MD CENTRAL
H01493,SỞ Y TẾ TỈNH SÓC TRĂNG," 6  Châu Văn Tiếp, P.2, thành phốSóc Trăng, tỉnh Sóc Trăng",SÓC TRĂNG,MD MEKONG
H01498,BỆNH VIỆN ĐA KHOA TỈNH SÓC TRĂNG,"378  Lê Duẩn, phường 9, thành phố Sóc Trăng, tỉnh Sóc Trăng",SÓC TRĂNG,MD MEKONG
H01508,TRUNG TÂM Y TẾ HUYỆN KẾ SÁCH," tỉnh 932, ấp An Thành, thị trấn Kế Sách, huyện Kế Sách, tỉnh Sóc Trăng",SÓC TRĂNG,MD MEKONG
H01547,BỆNH VIỆN ĐA KHOA TƯ NHÂN CAO VĂN CHÍ," 4/58 Tôn Đức Thắng, xã Long Thành Trung, thị xã Hòa Thành, Tây Ninh",TÂY NINH,MD SOUTH
H01552,BỆNH VIỆN ĐA KHOA TÂY NINH,"626 đường 30 tháng 4, Khu Phố 5, phường 3, thành phố Tây Ninh, tỉnh Tây Ninh",TÂY NINH,MD SOUTH
H01560,BỆNH VIỆN ĐA KHOA HỒNG HƯNG,"82 Phạm Văn Đồng, Hoà Thành, Tây Ninh",TÂY NINH,MD SOUTH
H01649,TRUNG TÂM Y TẾ THÀNH PHỐ THÁI NGUYÊN,"Số 34, Phường Phan Đình Phùng, Thành phố Thái Nguyên",Thái Nguyên,MD NORTH
H01740,TRUNG TÂM Y TẾ HUYỆN CAI LẬY," tỉnh 875B, khu phố Bình Trị, thị trấn Bình Phú, huyện Cai Lậy, tỉnh Tiền Giang",TIỀN GIANG,MD MEKONG
H01742,BỆNH VIỆN ĐA KHOA TRUNG TÂM TIỀN GIANG," 315 QL1, ấp Long Hung, xã Phước Thạnh, thành phốMỹ Tho, tỉnh Tiền Giang",TIỀN GIANG,MD MEKONG
H01745,BỆNH VIỆN PHỤ SẢN TIỀN GIANG,"04A Hùng Vương, phường 1, thành phố Mỹ Tho, Tiền Giang",TIỀN GIANG,MD MEKONG
H01746,BỆNH VIỆN QUÂN Y 120,"518 Nguyễn Thị Thập, phường 6, thành phố Mỹ  Tho, tỉnh Tiền Giang",TIỀN GIANG,MD MEKONG
H01754,TRUNG TÂM Y TẾ THÀNH PHỐ MỸ THO," 57 Hùng Vương, phường 7, thành phố Mỹ Tho, tỉnh Tiền Giang",TIỀN GIANG,MD MEKONG
H01763,BỆNH VIỆN AN BÌNH,"146 An Bình, phường 7, quận 5, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01764,BỆNH VIỆN AN SINH,"10 Trần Huy Liệu, phường 11, quận Phú Nhuận, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01766,BỆNH VIỆN BÌNH DÂN,"371 Điện Biên Phủ, phường 4, quận 3, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01773,BỆNH VIỆN CHỢ RẪY,"201B Nguyễn Chí Thanh, phường 12, quận 5, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01781,BỆNH VIỆN ĐA KHOA QUỐC TẾ HOÀN MỸ THỦ ĐỨC,"241 quốc lộ 1K, phường Linh Xuân, thành phố Thủ Đức, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01790,BỆNH VIỆN ĐA KHOA KHU VỰC HÓC MÔN,"79 Bà Triệu, thị trấn Hóc Môn, huyện Hóc Môn, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01791,BỆNH VIỆN ĐA KHOA KHU VỰC THỦ ĐỨC,"64 Lê Văn Chí, khu phố 1, phường Linh Trung, thành phố Thủ Đức, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01816,BỆNH VIỆN THẨM MỸ VIỆT MỸ,"331 Nguyễn Trãi, phường Nguyễn Cư Trinh, quận 1, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01820,BỆNH VIỆN ĐA KHOA SÀI GÒN,"125 Lê Lợi, phường Bến Thành, quận 1, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01831,PHÒNG KHÁM ĐẠI HỌC Y DƯỢC PHẠM NGỌC THẠCH,"461 Sư Vạn Hạnh, phường 12, quận 10, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01843,BỆNH VIỆN HUYỆN NHÀ BÈ,"281A Lê Văn Lương, ấp 3, xã Phước Kiển, huyện Nhà Bè, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01852,BỆNH VIỆN NGUYỄN TRÃI,"314 Nguyễn Trãi, phường 8, quận 5, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01853,BỆNH VIỆN NGUYỄN TRI PHƯƠNG,"468 Nguyễn Trãi, phường 8, quận 5, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01854,BỆNH VIỆN NHÂN DÂN 115,"527 Sư Vạn Hạnh, phường 12, quận 10, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01862,BỆNH VIỆN PHỤ SẢN QUỐC TẾ SÀI GÒN,"63 Bùi Thị Xuân, phường Phạm Ngũ Lão, quận 1, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01864,BỆNH VIỆN QUẬN 1,"Số 338 Hai Bà Trưng, phường Tân Định, quận 1, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01866,BỆNH VIỆN QUẬN 3,"114 - 116 - 118 Trần Quốc Thảo, phường 7, quận 3, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01867,BỆNH VIỆN QUẬN 4,"65 Bến Vân Đồn, phường 12, quận 4, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01871,BỆNH VIỆN QUẬN 8,"82 Cao Lỗ, phường 4, quận 8, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01874,BỆNH VIỆN QUẬN 11,"72 đường số 5, cư xá Bình Thới, phường 8, quận 11, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01877,BỆNH VIỆN QUẬN BÌNH THẠNH,"132 Lê Văn Duyệt, phường 1, quận Bình Thạnh, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01879,BỆNH VIỆN QUẬN PHÚ NHUẬN,"274 Nguyễn Trọng Tuyển, phường 8, quận Phú Nhuận, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01880,BỆNH VIỆN QUẬN TÂN BÌNH,"605 Hoàng Văn Thụ, phường 4, quận Tân Bình, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01882,BỆNH VIỆN THÀNH PHỐ THỦ ĐỨC,"29 Phú Châu, phường Tam Phú, thành phố Thủ Đức, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01884,BỆNH VIỆN QUÂN Y 175,"786 Nguyễn Kiệm, phường 3, quận Gò Vấp, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01885,BỆNH VIỆN QUÂN Y 7A,"466 Nguyễn Trãi, phường 8, quận 5, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01889,BỆNH VIỆN PHƯƠNG NAM,"02 Nguyễn Lương Bằng, phường Tân Phú, quận 7, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01892,BỆNH VIỆN QUỐC TẾ COLUMBIA ASIA GIA ĐỊNH,"01 Nơ Trang Long, phường 7, quận Bình Thạnh, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01893,BỆNH VIỆN SÀI GÒN - ITO TÂN BÌNH," 232 – 305 Lê Văn Sỹ, phường 1, quận Tân Bình, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01896,BỆNH VIỆN QUỐC TẾ MINH ANH,"36 đường số 1B, phường Bình Trị Đông B, quận Bình Tân, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01903,BỆNH VIỆN SÀI GÒN - ITO PHÚ NHUẬN,"140C Nguyễn Trọng Tuyển, phường 08, quận Phú Nhuận, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01904,BỆNH VIỆN STO PHƯƠNG ĐÔNG,"79 Thành Thái, phường 14, quận 10, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01974,BỆNH VIỆN PHỔI VĨNH LONG,"290/16, Ấp Hưng Quới, Xã Thanh Đức, huyện Long Hồ, Vĩnh Long",VĨNH LONG,MD MEKONG
H01978,BỆNH VIỆN ĐA KHOA TRIỀU AN LOAN TRÂM," 379C, Tân Vĩnh Thuận, Tân Ngãi, thành phố Vĩnh Long, tỉnh Vĩnh Long",VĨNH LONG,MD MEKONG
H01981,BỆNH VIỆN ĐA KHOA TỈNH VĨNH LONG,"301 Trần Phú, phường 4, thành phố Vĩnh Long, tỉnh Vĩnh Long",VĨNH LONG,MD MEKONG
